=========================================================
    MATCHING ENGINE PERCENTILE PERFORMANCE JOURNAL
=========================================================
Tested Co Rank : 190 | Events in Slice:    5472 | P50 (Median):   71 cycles | P95:  156 cycles | P99.9:  1135 cycles | Max:  758640 cycles
Tested Co Rank : 191 | Events in Slice:    5298 | P50 (Median):   71 cycles | P95:  156 cycles | P99.9:  1135 cycles | Max:  758640 cycles
Tested Co Rank : 192 | Events in Slice:    4808 | P50 (Median):   71 cycles | P95:  156 cycles | P99.9:  1135 cycles | Max:  758640 cycles
Tested Co Rank : 193 | Events in Slice:    6223 | P50 (Median):   71 cycles | P95:  156 cycles | P99.9:  1135 cycles | Max:  758640 cycles
Tested Co Rank : 194 | Events in Slice:    6046 | P50 (Median):   71 cycles | P95:  156 cycles | P99.9:  1134 cycles | Max:  758640 cycles
Tested Co Rank : 195 | Events in Slice:    5912 | P50 (Median):   71 cycles | P95:  157 cycles | P99.9:  1332 cycles | Max:  758640 cycles
Tested Co Rank : 196 | Events in Slice:    6149 | P50 (Median):   71 cycles | P95:  157 cycles | P99.9:  1331 cycles | Max:  758640 cycles
Tested Co Rank : 197 | Events in Slice:    4109 | P50 (Median):   71 cycles | P95:  157 cycles | P99.9:  1331 cycles | Max:  758640 cycles
Tested Co Rank : 198 | Events in Slice:    5787 | P50 (Median):   71 cycles | P95:  158 cycles | P99.9:  1330 cycles | Max:  758640 cycles
Tested Co Rank : 199 | Events in Slice:    5600 | P50 (Median):   71 cycles | P95:  158 cycles | P99.9:  1329 cycles | Max:  758640 cycles
Tested Co Rank : 200 | Events in Slice:    5952 | P50 (Median):   71 cycles | P95:  158 cycles | P99.9:  1329 cycles | Max:  758640 cycles
Tested Co Rank : 201 | Events in Slice:    5935 | P50 (Median):   71 cycles | P95:  158 cycles | P99.9:  1328 cycles | Max:  758640 cycles
Tested Co Rank : 202 | Events in Slice:    5969 | P50 (Median):   71 cycles | P95:  158 cycles | P99.9:  1327 cycles | Max:  758640 cycles
Tested Co Rank : 203 | Events in Slice:    5853 | P50 (Median):   71 cycles | P95:  158 cycles | P99.9:  1326 cycles | Max:  758640 cycles
Tested Co Rank : 204 | Events in Slice:    5819 | P50 (Median):   71 cycles | P95:  158 cycles | P99.9:  1325 cycles | Max:  758640 cycles
Tested Co Rank : 205 | Events in Slice:    4540 | P50 (Median):   71 cycles | P95:  158 cycles | P99.9:  1325 cycles | Max:  758640 cycles
Tested Co Rank : 206 | Events in Slice:    5736 | P50 (Median):   71 cycles | P95:  158 cycles | P99.9:  1324 cycles | Max:  758640 cycles
Tested Co Rank : 207 | Events in Slice:    4024 | P50 (Median):   71 cycles | P95:  158 cycles | P99.9:  1329 cycles | Max:  758640 cycles
Tested Co Rank : 208 | Events in Slice:    5041 | P50 (Median):   71 cycles | P95:  158 cycles | P99.9:  1328 cycles | Max:  758640 cycles
Tested Co Rank : 209 | Events in Slice:    5589 | P50 (Median):   71 cycles | P95:  158 cycles | P99.9:  1328 cycles | Max:  758640 cycles
Tested Co Rank : 210 | Events in Slice:    5542 | P50 (Median):   71 cycles | P95:  159 cycles | P99.9:  1326 cycles | Max:  758640 cycles
Tested Co Rank : 211 | Events in Slice:    5388 | P50 (Median):   71 cycles | P95:  159 cycles | P99.9:  1325 cycles | Max:  758640 cycles
Tested Co Rank : 212 | Events in Slice:    4419 | P50 (Median):   71 cycles | P95:  159 cycles | P99.9:  1326 cycles | Max:  758640 cycles
Tested Co Rank : 213 | Events in Slice:    5294 | P50 (Median):   71 cycles | P95:  159 cycles | P99.9:  1329 cycles | Max:  758640 cycles
Tested Co Rank : 214 | Events in Slice:    5660 | P50 (Median):   71 cycles | P95:  159 cycles | P99.9:  1328 cycles | Max:  758640 cycles
Tested Co Rank : 215 | Events in Slice:    4191 | P50 (Median):   71 cycles | P95:  159 cycles | P99.9:  1327 cycles | Max:  758640 cycles
Tested Co Rank : 216 | Events in Slice:    5599 | P50 (Median):   71 cycles | P95:  159 cycles | P99.9:  1326 cycles | Max:  758640 cycles
Tested Co Rank : 217 | Events in Slice:    4463 | P50 (Median):   71 cycles | P95:  159 cycles | P99.9:  1326 cycles | Max:  758640 cycles
Tested Co Rank : 218 | Events in Slice:    4980 | P50 (Median):   71 cycles | P95:  159 cycles | P99.9:  1326 cycles | Max:  758640 cycles
Tested Co Rank : 219 | Events in Slice:    5547 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1325 cycles | Max:  758640 cycles
Tested Co Rank : 220 | Events in Slice:    3512 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1325 cycles | Max:  758640 cycles
Tested Co Rank : 221 | Events in Slice:    4650 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1325 cycles | Max:  758640 cycles
Tested Co Rank : 222 | Events in Slice:    5492 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1324 cycles | Max:  758640 cycles
Tested Co Rank : 223 | Events in Slice:    4748 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1324 cycles | Max:  758640 cycles
Tested Co Rank : 224 | Events in Slice:    5247 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1324 cycles | Max:  758640 cycles
Tested Co Rank : 225 | Events in Slice:    4354 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1324 cycles | Max:  758640 cycles
Tested Co Rank : 226 | Events in Slice:    5049 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1324 cycles | Max:  758640 cycles
Tested Co Rank : 227 | Events in Slice:    5306 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1324 cycles | Max:  758640 cycles
Tested Co Rank : 228 | Events in Slice:    4709 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1324 cycles | Max:  758640 cycles
Tested Co Rank : 229 | Events in Slice:    5175 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1324 cycles | Max:  758640 cycles
Tested Co Rank : 230 | Events in Slice:    5040 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1323 cycles | Max:  758640 cycles
Tested Co Rank : 231 | Events in Slice:    4090 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1323 cycles | Max:  758640 cycles
Tested Co Rank : 232 | Events in Slice:    3853 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1323 cycles | Max:  758640 cycles
Tested Co Rank : 233 | Events in Slice:    4089 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1324 cycles | Max:  758640 cycles
Tested Co Rank : 234 | Events in Slice:    4512 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1323 cycles | Max:  758640 cycles
Tested Co Rank : 235 | Events in Slice:    5115 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1322 cycles | Max:  758640 cycles
Tested Co Rank : 236 | Events in Slice:    4476 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1322 cycles | Max:  758640 cycles
Tested Co Rank : 237 | Events in Slice:    4152 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1320 cycles | Max:  758640 cycles
Tested Co Rank : 238 | Events in Slice:    5015 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1319 cycles | Max:  758640 cycles
Tested Co Rank : 239 | Events in Slice:    4787 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1320 cycles | Max:  758640 cycles
Tested Co Rank : 240 | Events in Slice:    4200 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1320 cycles | Max:  758640 cycles
Tested Co Rank : 241 | Events in Slice:    4854 | P50 (Median):   71 cycles | P95:  160 cycles | P99.9:  1322 cycles | Max:  758640 cycles
Tested Co Rank : 242 | Events in Slice:    4937 | P50 (Median):   71 cycles | P95:  161 cycles | P99.9:  1320 cycles | Max:  758640 cycles
Tested Co Rank : 243 | Events in Slice:    4893 | P50 (Median):   71 cycles | P95:  161 cycles | P99.9:  1320 cycles | Max:  758640 cycles
Tested Co Rank : 244 | Events in Slice:    4838 | P50 (Median):   71 cycles | P95:  161 cycles | P99.9:  1318 cycles | Max:  758640 cycles
Tested Co Rank : 245 | Events in Slice:    4528 | P50 (Median):   71 cycles | P95:  161 cycles | P99.9:  1318 cycles | Max:  758640 cycles
Tested Co Rank : 246 | Events in Slice:    4325 | P50 (Median):   71 cycles | P95:  161 cycles | P99.9:  1318 cycles | Max:  758640 cycles
Tested Co Rank : 247 | Events in Slice:    4835 | P50 (Median):   71 cycles | P95:  161 cycles | P99.9:  1317 cycles | Max:  758640 cycles
Tested Co Rank : 248 | Events in Slice:    4751 | P50 (Median):   71 cycles | P95:  161 cycles | P99.9:  1318 cycles | Max:  758640 cycles
Tested Co Rank : 249 | Events in Slice:    4531 | P50 (Median):   71 cycles | P95:  161 cycles | P99.9:  1317 cycles | Max:  758640 cycles
Tested Co Rank : 250 | Events in Slice:    4553 | P50 (Median):   71 cycles | P95:  161 cycles | P99.9:  1317 cycles | Max:  758640 cycles
Tested Co Rank : 251 | Events in Slice:    4330 | P50 (Median):   71 cycles | P95:  161 cycles | P99.9:  1316 cycles | Max:  758640 cycles
Tested Co Rank : 252 | Events in Slice:    4716 | P50 (Median):   71 cycles | P95:  161 cycles | P99.9:  1316 cycles | Max:  758640 cycles
Tested Co Rank : 253 | Events in Slice:    4677 | P50 (Median):   71 cycles | P95:  161 cycles | P99.9:  1314 cycles | Max:  758640 cycles
Tested Co Rank : 254 | Events in Slice:    4436 | P50 (Median):   71 cycles | P95:  161 cycles | P99.9:  1314 cycles | Max:  758640 cycles
Tested Co Rank : 255 | Events in Slice:    3933 | P50 (Median):   72 cycles | P95:  161 cycles | P99.9:  1314 cycles | Max:  758640 cycles
Tested Co Rank : 256 | Events in Slice:    4658 | P50 (Median):   72 cycles | P95:  161 cycles | P99.9:  1314 cycles | Max:  758640 cycles
Tested Co Rank : 257 | Events in Slice:    4451 | P50 (Median):   72 cycles | P95:  161 cycles | P99.9:  1313 cycles | Max:  758640 cycles
Tested Co Rank : 258 | Events in Slice:    4054 | P50 (Median):   72 cycles | P95:  161 cycles | P99.9:  1312 cycles | Max:  758640 cycles
Tested Co Rank : 259 | Events in Slice:    4550 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1312 cycles | Max:  758640 cycles
Tested Co Rank : 260 | Events in Slice:    4109 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1311 cycles | Max:  758640 cycles
Tested Co Rank : 261 | Events in Slice:    4609 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1310 cycles | Max:  758640 cycles
Tested Co Rank : 262 | Events in Slice:    4578 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1310 cycles | Max:  758640 cycles
Tested Co Rank : 263 | Events in Slice:    4577 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1310 cycles | Max:  758640 cycles
Tested Co Rank : 264 | Events in Slice:    4525 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1308 cycles | Max:  758640 cycles
Tested Co Rank : 265 | Events in Slice:    4540 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1308 cycles | Max:  758640 cycles
Tested Co Rank : 266 | Events in Slice:    3763 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1308 cycles | Max:  758640 cycles
Tested Co Rank : 267 | Events in Slice:    4450 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1306 cycles | Max:  758640 cycles
Tested Co Rank : 268 | Events in Slice:    4342 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1306 cycles | Max:  758640 cycles
Tested Co Rank : 269 | Events in Slice:    3886 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1306 cycles | Max:  758640 cycles
Tested Co Rank : 270 | Events in Slice:    3727 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1306 cycles | Max:  758640 cycles
Tested Co Rank : 271 | Events in Slice:    4390 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1306 cycles | Max:  758640 cycles
Tested Co Rank : 272 | Events in Slice:    3946 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1306 cycles | Max:  758640 cycles
Tested Co Rank : 273 | Events in Slice:    4366 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1306 cycles | Max:  758640 cycles
Tested Co Rank : 274 | Events in Slice:    4351 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1306 cycles | Max:  758640 cycles
Tested Co Rank : 275 | Events in Slice:    3891 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1306 cycles | Max:  758640 cycles
Tested Co Rank : 276 | Events in Slice:    4210 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1306 cycles | Max:  758640 cycles
Tested Co Rank : 277 | Events in Slice:    3990 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1306 cycles | Max:  758640 cycles
Tested Co Rank : 278 | Events in Slice:    4269 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1306 cycles | Max:  758640 cycles
Tested Co Rank : 279 | Events in Slice:    4165 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1304 cycles | Max:  758640 cycles
Tested Co Rank : 280 | Events in Slice:    4229 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1304 cycles | Max:  758640 cycles
Tested Co Rank : 281 | Events in Slice:    4143 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1304 cycles | Max:  758640 cycles
Tested Co Rank : 282 | Events in Slice:    3612 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1304 cycles | Max:  758640 cycles
Tested Co Rank : 283 | Events in Slice:    4173 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1302 cycles | Max:  758640 cycles
Tested Co Rank : 284 | Events in Slice:    4085 | P50 (Median):   72 cycles | P95:  162 cycles | P99.9:  1302 cycles | Max:  758640 cycles
Tested Co Rank : 285 | Events in Slice:    3593 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1302 cycles | Max:  758640 cycles
Tested Co Rank : 286 | Events in Slice:    3528 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1302 cycles | Max:  758640 cycles
Tested Co Rank : 287 | Events in Slice:    3712 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1302 cycles | Max:  758640 cycles
Tested Co Rank : 288 | Events in Slice:    3424 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1302 cycles | Max:  758640 cycles
Tested Co Rank : 289 | Events in Slice:    4018 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1300 cycles | Max:  758640 cycles
Tested Co Rank : 290 | Events in Slice:    3116 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1300 cycles | Max:  758640 cycles
Tested Co Rank : 291 | Events in Slice:    4036 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1300 cycles | Max:  758640 cycles
Tested Co Rank : 292 | Events in Slice:    3938 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1300 cycles | Max:  758640 cycles
Tested Co Rank : 293 | Events in Slice:    4029 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1300 cycles | Max:  758640 cycles
Tested Co Rank : 294 | Events in Slice:    3383 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1298 cycles | Max:  758640 cycles
Tested Co Rank : 295 | Events in Slice:    3125 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1298 cycles | Max:  758640 cycles
Tested Co Rank : 296 | Events in Slice:    3334 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1298 cycles | Max:  758640 cycles
Tested Co Rank : 297 | Events in Slice:    3299 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1298 cycles | Max:  758640 cycles
Tested Co Rank : 298 | Events in Slice:    3890 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1298 cycles | Max:  758640 cycles
Tested Co Rank : 299 | Events in Slice:    2964 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1298 cycles | Max:  758640 cycles
Tested Co Rank : 300 | Events in Slice:    3863 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1298 cycles | Max:  758640 cycles
Tested Co Rank : 301 | Events in Slice:    3874 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1298 cycles | Max:  758640 cycles
Tested Co Rank : 302 | Events in Slice:    3778 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1298 cycles | Max:  758640 cycles
Tested Co Rank : 303 | Events in Slice:    3316 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1296 cycles | Max:  758640 cycles
Tested Co Rank : 304 | Events in Slice:    3346 | P50 (Median):   72 cycles | P95:  163 cycles | P99.9:  1300 cycles | Max:  758640 cycles
Tested Co Rank : 305 | Events in Slice:    3810 | P50 (Median):   73 cycles | P95:  163 cycles | P99.9:  1298 cycles | Max:  758640 cycles
Tested Co Rank : 306 | Events in Slice:    3792 | P50 (Median):   73 cycles | P95:  163 cycles | P99.9:  1298 cycles | Max:  758640 cycles
Tested Co Rank : 307 | Events in Slice:    3794 | P50 (Median):   73 cycles | P95:  163 cycles | P99.9:  1298 cycles | Max:  758640 cycles
Tested Co Rank : 308 | Events in Slice:    3770 | P50 (Median):   73 cycles | P95:  163 cycles | P99.9:  1298 cycles | Max:  758640 cycles
Tested Co Rank : 309 | Events in Slice:    3220 | P50 (Median):   73 cycles | P95:  163 cycles | P99.9:  1298 cycles | Max:  758640 cycles
Tested Co Rank : 310 | Events in Slice:    3774 | P50 (Median):   73 cycles | P95:  163 cycles | P99.9:  1296 cycles | Max:  758640 cycles
Tested Co Rank : 311 | Events in Slice:    3213 | P50 (Median):   73 cycles | P95:  163 cycles | P99.9:  1296 cycles | Max:  758640 cycles
Tested Co Rank : 312 | Events in Slice:    3204 | P50 (Median):   73 cycles | P95:  163 cycles | P99.9:  1296 cycles | Max:  758640 cycles
Tested Co Rank : 313 | Events in Slice:    3724 | P50 (Median):   73 cycles | P95:  163 cycles | P99.9:  1296 cycles | Max:  758640 cycles
Tested Co Rank : 314 | Events in Slice:    3680 | P50 (Median):   73 cycles | P95:  163 cycles | P99.9:  1296 cycles | Max:  758640 cycles
Tested Co Rank : 315 | Events in Slice:    3213 | P50 (Median):   73 cycles | P95:  163 cycles | P99.9:  1296 cycles | Max:  758640 cycles
Tested Co Rank : 316 | Events in Slice:    3752 | P50 (Median):   73 cycles | P95:  163 cycles | P99.9:  1296 cycles | Max:  758640 cycles
Tested Co Rank : 317 | Events in Slice:    3551 | P50 (Median):   73 cycles | P95:  163 cycles | P99.9:  1296 cycles | Max:  758640 cycles
Tested Co Rank : 318 | Events in Slice:    3635 | P50 (Median):   73 cycles | P95:  163 cycles | P99.9:  1296 cycles | Max:  758640 cycles
Tested Co Rank : 319 | Events in Slice:    2995 | P50 (Median):   73 cycles | P95:  163 cycles | P99.9:  1295 cycles | Max:  758640 cycles
Tested Co Rank : 320 | Events in Slice:    3350 | P50 (Median):   73 cycles | P95:  163 cycles | P99.9:  1295 cycles | Max:  758640 cycles
Tested Co Rank : 321 | Events in Slice:    3518 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1295 cycles | Max:  758640 cycles
Tested Co Rank : 322 | Events in Slice:    3084 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1295 cycles | Max:  758640 cycles
Tested Co Rank : 323 | Events in Slice:    3604 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 324 | Events in Slice:    3612 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 325 | Events in Slice:    2017 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 326 | Events in Slice:    3181 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1295 cycles | Max:  758640 cycles
Tested Co Rank : 327 | Events in Slice:    2638 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1295 cycles | Max:  758640 cycles
Tested Co Rank : 328 | Events in Slice:    3557 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 329 | Events in Slice:    3328 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 330 | Events in Slice:    3540 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 331 | Events in Slice:    2647 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 332 | Events in Slice:    2806 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1295 cycles | Max:  758640 cycles
Tested Co Rank : 333 | Events in Slice:    3497 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 334 | Events in Slice:    2870 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 335 | Events in Slice:    3388 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 336 | Events in Slice:    3442 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 337 | Events in Slice:    3054 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 338 | Events in Slice:    2778 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1295 cycles | Max:  758640 cycles
Tested Co Rank : 339 | Events in Slice:    3148 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 340 | Events in Slice:    2483 | P50 (Median):   73 cycles | P95:  164 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 341 | Events in Slice:    3384 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 342 | Events in Slice:    3371 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 343 | Events in Slice:    3051 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 344 | Events in Slice:    3351 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 345 | Events in Slice:    2724 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 346 | Events in Slice:    2806 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1296 cycles | Max:  758640 cycles
Tested Co Rank : 347 | Events in Slice:    3331 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1295 cycles | Max:  758640 cycles
Tested Co Rank : 348 | Events in Slice:    2607 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1295 cycles | Max:  758640 cycles
Tested Co Rank : 349 | Events in Slice:    3294 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 350 | Events in Slice:    2546 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 351 | Events in Slice:    3114 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 352 | Events in Slice:    2408 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 353 | Events in Slice:    2405 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 354 | Events in Slice:    2835 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 355 | Events in Slice:    2265 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 356 | Events in Slice:    2832 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 357 | Events in Slice:    3194 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 358 | Events in Slice:    2853 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1294 cycles | Max:  758640 cycles
Tested Co Rank : 359 | Events in Slice:    2840 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1292 cycles | Max:  758640 cycles
Tested Co Rank : 360 | Events in Slice:    3168 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1292 cycles | Max:  758640 cycles
Tested Co Rank : 361 | Events in Slice:    2827 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1292 cycles | Max:  758640 cycles
Tested Co Rank : 362 | Events in Slice:    3115 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1292 cycles | Max:  758640 cycles
Tested Co Rank : 363 | Events in Slice:    2702 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1292 cycles | Max:  758640 cycles
Tested Co Rank : 364 | Events in Slice:    3073 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1292 cycles | Max:  758640 cycles
Tested Co Rank : 365 | Events in Slice:    2635 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1291 cycles | Max:  758640 cycles
Tested Co Rank : 366 | Events in Slice:    2876 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1291 cycles | Max:  758640 cycles
Tested Co Rank : 367 | Events in Slice:    3068 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1292 cycles | Max:  758640 cycles
Tested Co Rank : 368 | Events in Slice:    2993 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1292 cycles | Max:  758640 cycles
Tested Co Rank : 369 | Events in Slice:    2863 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1291 cycles | Max:  758640 cycles
Tested Co Rank : 370 | Events in Slice:    2696 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1291 cycles | Max:  758640 cycles
Tested Co Rank : 371 | Events in Slice:    2828 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1291 cycles | Max:  758640 cycles
Tested Co Rank : 372 | Events in Slice:    2701 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1291 cycles | Max:  758640 cycles
Tested Co Rank : 373 | Events in Slice:    3018 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1290 cycles | Max:  758640 cycles
Tested Co Rank : 374 | Events in Slice:    2998 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1290 cycles | Max:  758640 cycles
Tested Co Rank : 375 | Events in Slice:    2504 | P50 (Median):   73 cycles | P95:  165 cycles | P99.9:  1291 cycles | Max:  758640 cycles
Tested Co Rank : 376 | Events in Slice:    2970 | P50 (Median):   73 cycles | P95:  166 cycles | P99.9:  1291 cycles | Max:  758640 cycles
Tested Co Rank : 377 | Events in Slice:    2333 | P50 (Median):   73 cycles | P95:  166 cycles | P99.9:  1291 cycles | Max:  758640 cycles
Tested Co Rank : 378 | Events in Slice:    2440 | P50 (Median):   73 cycles | P95:  166 cycles | P99.9:  1291 cycles | Max:  758640 cycles
Tested Co Rank : 379 | Events in Slice:    2318 | P50 (Median):   73 cycles | P95:  166 cycles | P99.9:  1292 cycles | Max:  758640 cycles
Tested Co Rank : 380 | Events in Slice:    2364 | P50 (Median):   73 cycles | P95:  166 cycles | P99.9:  1294 cycles | Max:  758640 cycles
